ablated_mean_logprob,ablated_sum_logprob,cache_clean_sum_logprob,clean_mean_logprob,clean_sum_logprob,condition,gold,idx,mean_logprob_rescue,num_answer_tokens,patched_mean_logprob,patched_sum_logprob,position_count,positions,sum_logprob_rescue,task
-3.307898759841919,-6.615797519683838,-0.023493312299251556,-0.011746656149625778,-0.023493312299251556,patch_answer,Loucks,10456_1993.txt_ceo_lastname_99,0.7482359600703158,2,-0.8415992259979248,-1.6831984519958496,2,"[7144, 7145]",0.7482359600703158,ceo_lastname
-3.307898759841919,-6.615797519683838,-0.023493312299251556,-0.011746656149625778,-0.023493312299251556,patch_query,Loucks,10456_1993.txt_ceo_lastname_99,0.7312409753963469,2,-0.8976172804832458,-1.7952345609664917,2,"[7128, 7129]",0.7312409753963469,ceo_lastname
-3.307898759841919,-6.615797519683838,-0.023493312299251556,-0.011746656149625778,-0.023493312299251556,patch_early_prompt,Loucks,10456_1993.txt_ceo_lastname_99,-0.001905452306717573,2,-3.3141794204711914,-6.628358840942383,2,"[0, 1]",-0.001905452306717573,ceo_lastname
-3.307898759841919,-6.615797519683838,-0.023493312299251556,-0.011746656149625778,-0.023493312299251556,patch_random_prompt_00,Loucks,10456_1993.txt_ceo_lastname_99,0.0007753309522721658,2,-3.3053431510925293,-6.610686302185059,2,"[5943, 6005]",0.0007753309522721658,ceo_lastname
-3.307898759841919,-6.615797519683838,-0.023493312299251556,-0.011746656149625778,-0.023493312299251556,patch_random_prompt_01,Loucks,10456_1993.txt_ceo_lastname_99,-0.0005126196901532643,2,-3.3095884323120117,-6.619176864624023,2,"[1378, 4834]",-0.0005126196901532643,ceo_lastname
-3.307898759841919,-6.615797519683838,-0.023493312299251556,-0.011746656149625778,-0.023493312299251556,patch_random_prompt_02,Loucks,10456_1993.txt_ceo_lastname_99,-0.009001115685390483,2,-3.3375678062438965,-6.675135612487793,2,"[4511, 6989]",-0.009001115685390483,ceo_lastname
-3.307898759841919,-6.615797519683838,-0.023493312299251556,-0.011746656149625778,-0.023493312299251556,patch_random_prompt_03,Loucks,10456_1993.txt_ceo_lastname_99,0.0010403568510617186,2,-3.304469585418701,-6.608939170837402,2,"[855, 3875]",0.0010403568510617186,ceo_lastname
-3.307898759841919,-6.615797519683838,-0.023493312299251556,-0.011746656149625778,-0.023493312299251556,patch_random_prompt_04,Loucks,10456_1993.txt_ceo_lastname_99,-0.0007714250028904421,2,-3.310441493988037,-6.620882987976074,2,"[482, 7069]",-0.0007714250028904421,ceo_lastname
-1.4229563474655151,-2.8459126949310303,-0.0003502972249407321,-0.00017514861247036606,-0.0003502972249407321,patch_answer,Leva,77227_1993.txt_ceo_lastname_91,0.8301685579486962,2,-0.24180813133716583,-0.48361626267433167,2,"[7195, 7196]",0.8301685579486962,ceo_lastname
-1.4229563474655151,-2.8459126949310303,-0.0003502972249407321,-0.00017514861247036606,-0.0003502972249407321,patch_query,Leva,77227_1993.txt_ceo_lastname_91,0.921019435154803,2,-0.11254721134901047,-0.22509442269802094,2,"[7179, 7180]",0.921019435154803,ceo_lastname
-1.4229563474655151,-2.8459126949310303,-0.0003502972249407321,-0.00017514861247036606,-0.0003502972249407321,patch_early_prompt,Leva,77227_1993.txt_ceo_lastname_91,0.012866612634903492,2,-1.4046499729156494,-2.809299945831299,2,"[0, 1]",0.012866612634903492,ceo_lastname
-1.4229563474655151,-2.8459126949310303,-0.0003502972249407321,-0.00017514861247036606,-0.0003502972249407321,patch_random_prompt_00,Leva,77227_1993.txt_ceo_lastname_91,-0.004821219836796254,2,-1.4298158884048462,-2.8596317768096924,2,"[1339, 2646]",-0.004821219836796254,ceo_lastname
-1.4229563474655151,-2.8459126949310303,-0.0003502972249407321,-0.00017514861247036606,-0.0003502972249407321,patch_random_prompt_01,Leva,77227_1993.txt_ceo_lastname_91,0.00458561332014631,2,-1.4164320230484009,-2.8328640460968018,2,"[3807, 4600]",0.00458561332014631,ceo_lastname
-1.4229563474655151,-2.8459126949310303,-0.0003502972249407321,-0.00017514861247036606,-0.0003502972249407321,patch_random_prompt_02,Leva,77227_1993.txt_ceo_lastname_91,-0.0025432433166402537,2,-1.4265748262405396,-2.853149652481079,2,"[733, 3432]",-0.0025432433166402537,ceo_lastname
-1.4229563474655151,-2.8459126949310303,-0.0003502972249407321,-0.00017514861247036606,-0.0003502972249407321,patch_random_prompt_03,Leva,77227_1993.txt_ceo_lastname_91,-0.00276435483777795,2,-1.426889419555664,-2.853778839111328,2,"[1338, 2729]",-0.00276435483777795,ceo_lastname
-1.4229563474655151,-2.8459126949310303,-0.0003502972249407321,-0.00017514861247036606,-0.0003502972249407321,patch_random_prompt_04,Leva,77227_1993.txt_ceo_lastname_91,0.0021728249631162845,2,-1.4198648929595947,-2.8397297859191895,2,"[1340, 5024]",0.0021728249631162845,ceo_lastname
-4.5728864669799805,-9.145772933959961,-0.00022122815425973386,-0.00011061407712986693,-0.00022122815425973386,patch_answer,Beard,764764_1993.txt_ceo_lastname_45,0.6953063734858337,2,-1.3934062719345093,-2.7868125438690186,2,"[7080, 7081]",0.6953063734858337,ceo_lastname
-4.5728864669799805,-9.145772933959961,-0.00022122815425973386,-0.00011061407712986693,-0.00022122815425973386,patch_query,Beard,764764_1993.txt_ceo_lastname_45,0.7893123025532162,2,-0.9635382294654846,-1.9270764589309692,2,"[7064, 7065]",0.7893123025532162,ceo_lastname
-4.5728864669799805,-9.145772933959961,-0.00022122815425973386,-0.00011061407712986693,-0.00022122815425973386,patch_early_prompt,Beard,764764_1993.txt_ceo_lastname_45,0.0018626028464564606,2,-4.564369201660156,-9.128738403320312,2,"[0, 1]",0.0018626028464564606,ceo_lastname
-4.5728864669799805,-9.145772933959961,-0.00022122815425973386,-0.00011061407712986693,-0.00022122815425973386,patch_random_prompt_00,Beard,764764_1993.txt_ceo_lastname_45,0.0002147071582607688,2,-4.57190465927124,-9.14380931854248,2,"[5582, 5602]",0.0002147071582607688,ceo_lastname
-4.5728864669799805,-9.145772933959961,-0.00022122815425973386,-0.00011061407712986693,-0.00022122815425973386,patch_random_prompt_01,Beard,764764_1993.txt_ceo_lastname_45,-0.0008442297976100943,2,-4.576746940612793,-9.153493881225586,2,"[90, 1845]",-0.0008442297976100943,ceo_lastname
-4.5728864669799805,-9.145772933959961,-0.00022122815425973386,-0.00011061407712986693,-0.00022122815425973386,patch_random_prompt_02,Beard,764764_1993.txt_ceo_lastname_45,0.0032108052986922447,2,-4.558204174041748,-9.116408348083496,2,"[4469, 6772]",0.0032108052986922447,ceo_lastname
-4.5728864669799805,-9.145772933959961,-0.00022122815425973386,-0.00011061407712986693,-0.00022122815425973386,patch_random_prompt_03,Beard,764764_1993.txt_ceo_lastname_45,-0.0009572664948197463,2,-4.577263832092285,-9.15452766418457,2,"[1258, 1749]",-0.0009572664948197463,ceo_lastname
-4.5728864669799805,-9.145772933959961,-0.00022122815425973386,-0.00011061407712986693,-0.00022122815425973386,patch_random_prompt_04,Beard,764764_1993.txt_ceo_lastname_45,0.0005731085681404494,2,-4.570265769958496,-9.140531539916992,2,"[3552, 6448]",0.0005731085681404494,ceo_lastname
-9.367043495178223,-9.367043495178223,-0.0023761154152452946,-0.0023761154152452946,-0.0023761154152452946,patch_answer,Newton,55387_1993.txt_ceo_lastname_11,0.7598234900075347,1,-2.251549243927002,-2.251549243927002,1,[7070],0.7598234900075347,ceo_lastname
-9.367043495178223,-9.367043495178223,-0.0023761154152452946,-0.0023761154152452946,-0.0023761154152452946,patch_query,Newton,55387_1993.txt_ceo_lastname_11,0.20728732934196709,1,-7.425866603851318,-7.425866603851318,1,[7055],0.20728732934196709,ceo_lastname
-9.367043495178223,-9.367043495178223,-0.0023761154152452946,-0.0023761154152452946,-0.0023761154152452946,patch_early_prompt,Newton,55387_1993.txt_ceo_lastname_11,0.00034991365077771853,1,-9.36376667022705,-9.36376667022705,1,[0],0.00034991365077771853,ceo_lastname
-9.367043495178223,-9.367043495178223,-0.0023761154152452946,-0.0023761154152452946,-0.0023761154152452946,patch_random_prompt_00,Newton,55387_1993.txt_ceo_lastname_11,-0.0011185831024861643,1,-9.377518653869629,-9.377518653869629,1,[370],-0.0011185831024861643,ceo_lastname
-9.367043495178223,-9.367043495178223,-0.0023761154152452946,-0.0023761154152452946,-0.0023761154152452946,patch_random_prompt_01,Newton,55387_1993.txt_ceo_lastname_11,0.0004713039510475208,1,-9.362629890441895,-9.362629890441895,1,[1549],0.0004713039510475208,ceo_lastname
-9.367043495178223,-9.367043495178223,-0.0023761154152452946,-0.0023761154152452946,-0.0023761154152452946,patch_random_prompt_02,Newton,55387_1993.txt_ceo_lastname_11,0.00016986495037754206,1,-9.365452766418457,-9.365452766418457,1,[3349],0.00016986495037754206,ceo_lastname
-9.367043495178223,-9.367043495178223,-0.0023761154152452946,-0.0023761154152452946,-0.0023761154152452946,patch_random_prompt_03,Newton,55387_1993.txt_ceo_lastname_11,-0.001143329615041166,1,-9.377750396728516,-9.377750396728516,1,[2993],-0.001143329615041166,ceo_lastname
-9.367043495178223,-9.367043495178223,-0.0023761154152452946,-0.0023761154152452946,-0.0023761154152452946,patch_random_prompt_04,Newton,55387_1993.txt_ceo_lastname_11,-0.0006784414265079048,1,-9.373396873474121,-9.373396873474121,1,[2055],-0.0006784414265079048,ceo_lastname
-4.059054374694824,-8.118108749389648,-0.027208643034100533,-0.013604321517050266,-0.027208643034100533,patch_answer,Peterson,865227_1993.txt_ceo_lastname_51,0.4822447324113744,2,-2.1081573963165283,-4.216314792633057,2,"[7004, 7005]",0.4822447324113744,ceo_lastname
-4.059054374694824,-8.118108749389648,-0.027208643034100533,-0.013604321517050266,-0.027208643034100533,patch_query,Peterson,865227_1993.txt_ceo_lastname_51,0.8169557382479167,2,-0.7541007399559021,-1.5082014799118042,2,"[6988, 6989]",0.8169557382479167,ceo_lastname
-4.059054374694824,-8.118108749389648,-0.027208643034100533,-0.013604321517050266,-0.027208643034100533,patch_early_prompt,Peterson,865227_1993.txt_ceo_lastname_51,-0.006898223307628948,2,-4.086960792541504,-8.173921585083008,2,"[0, 1]",-0.006898223307628948,ceo_lastname
-4.059054374694824,-8.118108749389648,-0.027208643034100533,-0.013604321517050266,-0.027208643034100533,patch_random_prompt_00,Peterson,865227_1993.txt_ceo_lastname_51,-0.0015680244798952207,2,-4.0653977394104,-8.1307954788208,2,"[1437, 4444]",-0.0015680244798952207,ceo_lastname
-4.059054374694824,-8.118108749389648,-0.027208643034100533,-0.013604321517050266,-0.027208643034100533,patch_random_prompt_01,Peterson,865227_1993.txt_ceo_lastname_51,0.00023809738024418146,2,-4.058091163635254,-8.116182327270508,2,"[2379, 5973]",0.00023809738024418146,ceo_lastname
-4.059054374694824,-8.118108749389648,-0.027208643034100533,-0.013604321517050266,-0.027208643034100533,patch_random_prompt_02,Peterson,865227_1993.txt_ceo_lastname_51,-0.00012140608992648856,2,-4.059545516967773,-8.119091033935547,2,"[700, 4078]",-0.00012140608992648856,ceo_lastname
-4.059054374694824,-8.118108749389648,-0.027208643034100533,-0.013604321517050266,-0.027208643034100533,patch_random_prompt_03,Peterson,865227_1993.txt_ceo_lastname_51,-0.0005864032013439618,2,-4.061426639556885,-8.12285327911377,2,"[2157, 6174]",-0.0005864032013439618,ceo_lastname
-4.059054374694824,-8.118108749389648,-0.027208643034100533,-0.013604321517050266,-0.027208643034100533,patch_random_prompt_04,Peterson,865227_1993.txt_ceo_lastname_51,-0.0017370500458705456,2,-4.066081523895264,-8.132163047790527,2,"[1393, 4324]",-0.0017370500458705456,ceo_lastname
-7.332618236541748,-14.665236473083496,-0.24078139662742615,-0.12039069831371307,-0.24078139662742615,patch_answer,Goodes,104669_1993.txt_ceo_lastname_84,0.5082153830102498,2,-3.667253255844116,-7.334506511688232,2,"[7101, 7102]",0.5082153830102498,ceo_lastname
-7.332618236541748,-14.665236473083496,-0.24078139662742615,-0.12039069831371307,-0.24078139662742615,patch_query,Goodes,104669_1993.txt_ceo_lastname_84,0.4500363082445303,2,-4.086853981018066,-8.173707962036133,2,"[7085, 7086]",0.4500363082445303,ceo_lastname
-7.332618236541748,-14.665236473083496,-0.24078139662742615,-0.12039069831371307,-0.24078139662742615,patch_early_prompt,Goodes,104669_1993.txt_ceo_lastname_84,-0.0013824006644303274,2,-7.342588424682617,-14.685176849365234,2,"[0, 1]",-0.0013824006644303274,ceo_lastname
-7.332618236541748,-14.665236473083496,-0.24078139662742615,-0.12039069831371307,-0.24078139662742615,patch_random_prompt_00,Goodes,104669_1993.txt_ceo_lastname_84,-0.0008165215077581207,2,-7.338507175445557,-14.677014350891113,2,"[2755, 4918]",-0.0008165215077581207,ceo_lastname
-7.332618236541748,-14.665236473083496,-0.24078139662742615,-0.12039069831371307,-0.24078139662742615,patch_random_prompt_01,Goodes,104669_1993.txt_ceo_lastname_84,0.0008859423646930216,2,-7.326228618621826,-14.652457237243652,2,"[5282, 6241]",0.0008859423646930216,ceo_lastname
-7.332618236541748,-14.665236473083496,-0.24078139662742615,-0.12039069831371307,-0.24078139662742615,patch_random_prompt_02,Goodes,104669_1993.txt_ceo_lastname_84,-0.0005816145509107844,2,-7.336812973022461,-14.673625946044922,2,"[2215, 5264]",-0.0005816145509107844,ceo_lastname
-7.332618236541748,-14.665236473083496,-0.24078139662742615,-0.12039069831371307,-0.24078139662742615,patch_random_prompt_03,Goodes,104669_1993.txt_ceo_lastname_84,-0.0001285277579823309,2,-7.333545207977295,-14.66709041595459,2,"[4532, 6437]",-0.0001285277579823309,ceo_lastname
-7.332618236541748,-14.665236473083496,-0.24078139662742615,-0.12039069831371307,-0.24078139662742615,patch_random_prompt_04,Goodes,104669_1993.txt_ceo_lastname_84,-0.0017754549448855523,2,-7.345423221588135,-14.69084644317627,2,"[2923, 6771]",-0.0017754549448855523,ceo_lastname
-2.44705867767334,-7.3411760330200195,-0.003006146289408207,-0.0010020488407462835,-0.003006146289408207,patch_answer,Gressette,754737_1993.txt_ceo_lastname_200,0.4671276978861226,3,-1.3044378757476807,-3.913313627243042,3,"[7089, 7090, 7091]",0.4671276978713012,ceo_lastname
-2.44705867767334,-7.3411760330200195,-0.003006146289408207,-0.0010020488407462835,-0.003006146289408207,patch_query,Gressette,754737_1993.txt_ceo_lastname_200,0.6875698125296723,3,-0.7652239799499512,-2.2956719398498535,3,"[7072, 7073, 7074]",0.6875698125078566,ceo_lastname
-2.44705867767334,-7.3411760330200195,-0.003006146289408207,-0.0010020488407462835,-0.003006146289408207,patch_early_prompt,Gressette,754737_1993.txt_ceo_lastname_200,-0.003369070891289456,3,-2.4552996158599854,-7.365898609161377,3,"[0, 1, 2]",-0.003369038400986396,ceo_lastname
-2.44705867767334,-7.3411760330200195,-0.003006146289408207,-0.0010020488407462835,-0.003006146289408207,patch_random_prompt_00,Gressette,754737_1993.txt_ceo_lastname_200,-0.0007758658844109379,3,-2.4489564895629883,-7.346869468688965,3,"[1270, 3919, 6661]",-0.0007758658843863207,ceo_lastname
-2.44705867767334,-7.3411760330200195,-0.003006146289408207,-0.0010020488407462835,-0.003006146289408207,patch_random_prompt_01,Gressette,754737_1993.txt_ceo_lastname_200,-0.002191431241106924,3,-2.4524190425872803,-7.357256889343262,3,"[2765, 4629, 6213]",-0.0021913987508412293,ceo_lastname
-2.44705867767334,-7.3411760330200195,-0.003006146289408207,-0.0010020488407462835,-0.003006146289408207,patch_random_prompt_02,Gressette,754737_1993.txt_ceo_lastname_200,-0.0021841209469698865,3,-2.4524011611938477,-7.357203006744385,3,"[340, 763, 6997]",-0.00218405596650826,ceo_lastname
-2.44705867767334,-7.3411760330200195,-0.003006146289408207,-0.0010020488407462835,-0.003006146289408207,patch_random_prompt_03,Gressette,754737_1993.txt_ceo_lastname_200,-0.0016042684160200537,3,-2.4509828090667725,-7.352948188781738,3,"[3446, 5288, 6993]",-0.0016042359257729887,ceo_lastname
-2.44705867767334,-7.3411760330200195,-0.003006146289408207,-0.0010020488407462835,-0.003006146289408207,patch_random_prompt_04,Gressette,754737_1993.txt_ceo_lastname_200,-0.0009179780024349514,3,-2.4493041038513184,-7.347912311553955,3,"[714, 1041, 5205]",-0.0009179780024058252,ceo_lastname
-5.110004901885986,-10.220009803771973,-0.0007475343300029635,-0.00037376716500148177,-0.0007475343300029635,patch_answer,Lenzie,71180_1993.txt_ceo_lastname_215,0.7890457863847594,2,-1.0782719850540161,-2.1565439701080322,2,"[7069, 7070]",0.7890457863847594,ceo_lastname
-5.110004901885986,-10.220009803771973,-0.0007475343300029635,-0.00037376716500148177,-0.0007475343300029635,patch_query,Lenzie,71180_1993.txt_ceo_lastname_215,0.89291170633795,2,-0.5475554466247559,-1.0951108932495117,2,"[7053, 7054]",0.89291170633795,ceo_lastname
-5.110004901885986,-10.220009803771973,-0.0007475343300029635,-0.00037376716500148177,-0.0007475343300029635,patch_early_prompt,Lenzie,71180_1993.txt_ceo_lastname_215,0.001885462509978621,2,-5.10037088394165,-10.2007417678833,2,"[0, 1]",0.001885462509978621,ceo_lastname
-5.110004901885986,-10.220009803771973,-0.0007475343300029635,-0.00037376716500148177,-0.0007475343300029635,patch_random_prompt_00,Lenzie,71180_1993.txt_ceo_lastname_215,-3.31290433103549e-05,2,-5.110174179077148,-10.220348358154297,2,"[4002, 5882]",-3.31290433103549e-05,ceo_lastname
-5.110004901885986,-10.220009803771973,-0.0007475343300029635,-0.00037376716500148177,-0.0007475343300029635,patch_random_prompt_01,Lenzie,71180_1993.txt_ceo_lastname_215,-0.0003113196858685745,2,-5.111595630645752,-10.223191261291504,2,"[156, 6529]",-0.0003113196858685745,ceo_lastname
-5.110004901885986,-10.220009803771973,-0.0007475343300029635,-0.00037376716500148177,-0.0007475343300029635,patch_random_prompt_02,Lenzie,71180_1993.txt_ceo_lastname_215,1.4838078553088534e-05,2,-5.109929084777832,-10.219858169555664,2,"[469, 1719]",1.4838078553088534e-05,ceo_lastname
-5.110004901885986,-10.220009803771973,-0.0007475343300029635,-0.00037376716500148177,-0.0007475343300029635,patch_random_prompt_03,Lenzie,71180_1993.txt_ceo_lastname_215,0.000723892926643445,2,-5.106306076049805,-10.21261215209961,2,"[209, 3882]",0.000723892926643445,ceo_lastname
-5.110004901885986,-10.220009803771973,-0.0007475343300029635,-0.00037376716500148177,-0.0007475343300029635,patch_random_prompt_04,Lenzie,71180_1993.txt_ceo_lastname_215,-0.0001178647371858542,2,-5.110607147216797,-10.221214294433594,2,"[166, 957]",-0.0001178647371858542,ceo_lastname
-5.334306716918945,-10.66861343383789,-0.0004108435823582113,-0.00020542179117910564,-0.0004108435823582113,patch_answer,Allender,34501_1993.txt_ceo_lastname_220,0.6937473220210632,2,-1.6337882280349731,-3.2675764560699463,2,"[7047, 7048]",0.6937473220210632,ceo_lastname
-5.334306716918945,-10.66861343383789,-0.0004108435823582113,-0.00020542179117910564,-0.0004108435823582113,patch_query,Allender,34501_1993.txt_ceo_lastname_220,0.8220559181690795,2,-0.949377179145813,-1.898754358291626,2,"[7031, 7032]",0.8220559181690795,ceo_lastname
-5.334306716918945,-10.66861343383789,-0.0004108435823582113,-0.00020542179117910564,-0.0004108435823582113,patch_early_prompt,Allender,34501_1993.txt_ceo_lastname_220,0.00029196111444563475,2,-5.332749366760254,-10.665498733520508,2,"[0, 1]",0.00029196111444563475,ceo_lastname
-5.334306716918945,-10.66861343383789,-0.0004108435823582113,-0.00020542179117910564,-0.0004108435823582113,patch_random_prompt_00,Allender,34501_1993.txt_ceo_lastname_220,-0.0009741274538010048,2,-5.339502811431885,-10.67900562286377,2,"[2295, 2483]",-0.0009741274538010048,ceo_lastname
-5.334306716918945,-10.66861343383789,-0.0004108435823582113,-0.00020542179117910564,-0.0004108435823582113,patch_random_prompt_01,Allender,34501_1993.txt_ceo_lastname_220,-0.0002562928705191778,2,-5.335673809051514,-10.671347618103027,2,"[278, 2857]",-0.0002562928705191778,ceo_lastname
-5.334306716918945,-10.66861343383789,-0.0004108435823582113,-0.00020542179117910564,-0.0004108435823582113,patch_random_prompt_02,Allender,34501_1993.txt_ceo_lastname_220,0.00015563511948862526,2,-5.333476543426514,-10.666953086853027,2,"[1239, 6189]",0.00015563511948862526,ceo_lastname
-5.334306716918945,-10.66861343383789,-0.0004108435823582113,-0.00020542179117910564,-0.0004108435823582113,patch_random_prompt_03,Allender,34501_1993.txt_ceo_lastname_220,-0.0008509423908169005,2,-5.338845729827881,-10.677691459655762,2,"[525, 2184]",-0.0008509423908169005,ceo_lastname
-5.334306716918945,-10.66861343383789,-0.0004108435823582113,-0.00020542179117910564,-0.0004108435823582113,patch_random_prompt_04,Allender,34501_1993.txt_ceo_lastname_220,-0.0007660180005158127,2,-5.338392734527588,-10.676785469055176,2,"[1279, 4079]",-0.0007660180005158127,ceo_lastname
-1.317103385925293,-3.951310157775879,-0.0012001722352579236,-0.0004000574117526412,-0.0012001722352579236,patch_answer,Zandman,103730_1993.txt_ceo_lastname_6,0.7309452525032659,3,-0.3546653389930725,-1.0639959573745728,3,"[7079, 7080, 7081]",0.7309452675926292,ceo_lastname
-1.317103385925293,-3.951310157775879,-0.0012001722352579236,-0.0004000574117526412,-0.0012001722352579236,patch_query,Zandman,103730_1993.txt_ceo_lastname_6,0.881080596280961,3,-0.15698163211345673,-0.470944881439209,3,"[7062, 7063, 7064]",0.8810806000533019,ceo_lastname
-1.317103385925293,-3.951310157775879,-0.0012001722352579236,-0.0004000574117526412,-0.0012001722352579236,patch_early_prompt,Zandman,103730_1993.txt_ceo_lastname_6,0.005173418397294415,3,-1.3102915287017822,-3.9308743476867676,3,"[0, 1, 2]",0.005173478754747746,ceo_lastname
-1.317103385925293,-3.951310157775879,-0.0012001722352579236,-0.0004000574117526412,-0.0012001722352579236,patch_random_prompt_00,Zandman,103730_1993.txt_ceo_lastname_6,0.0036676206516117176,3,-1.3122742176055908,-3.9368226528167725,3,"[3591, 5325, 6099]",0.0036676206516117176,ceo_lastname
-1.317103385925293,-3.951310157775879,-0.0012001722352579236,-0.0004000574117526412,-0.0012001722352579236,patch_random_prompt_01,Zandman,103730_1993.txt_ceo_lastname_6,0.006035413367030164,3,-1.3091565370559692,-3.927469491958618,3,"[850, 1091, 5808]",0.006035443545756829,ceo_lastname
-1.317103385925293,-3.951310157775879,-0.0012001722352579236,-0.0004000574117526412,-0.0012001722352579236,patch_random_prompt_02,Zandman,103730_1993.txt_ceo_lastname_6,-0.008224216054597798,3,-1.3279322385787964,-3.9837965965270996,3,"[2653, 3080, 5332]",-0.008224185875871134,ceo_lastname
-1.317103385925293,-3.951310157775879,-0.0012001722352579236,-0.0004000574117526412,-0.0012001722352579236,patch_random_prompt_03,Zandman,103730_1993.txt_ceo_lastname_6,0.004206401458764059,3,-1.3115648031234741,-3.934694290161133,3,"[1717, 3741, 6150]",0.0042064316374907235,ceo_lastname
