clean_margin,condition,corrupted_margin,head,idx,layer,margin_denom,margin_recovery,node_count,node_id,node_type,nodes,pair_idx,patched_margin,position_group,task
16.960472504375502,attn:24-27,13.789395076688379,27,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,1.80070391399303e-06,1,attn:24-27,attn,['attn:24-27'],0,13.789400786859915,query,ceo_lastname
16.960472504375502,attn:30-27,13.789395076688379,27,714655_1993.txt_ceo_lastname_185,30,3.1710774276871234,0.0,1,attn:30-27,attn,['attn:30-27'],0,13.789395076688379,query,ceo_lastname
16.960472504375502,mlp:28,13.789395076688379,,714655_1993.txt_ceo_lastname_185,28,3.1710774276871234,-1.1431991820946576e-07,1,mlp:28,mlp,['mlp:28'],0,13.789394714171067,query,ceo_lastname
16.960472504375502,attn:30-26,13.789395076688379,26,714655_1993.txt_ceo_lastname_185,30,3.1710774276871234,0.0,1,attn:30-26,attn,['attn:30-26'],0,13.789395076688379,query,ceo_lastname
16.960472504375502,attn:27-20,13.789395076688379,20,714655_1993.txt_ceo_lastname_185,27,3.1710774276871234,-3.7519253824686575e-08,1,attn:27-20,attn,['attn:27-20'],0,13.78939495771192,query,ceo_lastname
16.960472504375502,attn:29-11,13.789395076688379,11,714655_1993.txt_ceo_lastname_185,29,3.1710774276871234,0.0024655905407256103,1,attn:29-11,attn,['attn:29-11'],0,13.797213655197993,query,ceo_lastname
16.960472504375502,attn:30-14,13.789395076688379,14,714655_1993.txt_ceo_lastname_185,30,3.1710774276871234,0.0,1,attn:30-14,attn,['attn:30-14'],0,13.789395076688379,query,ceo_lastname
16.960472504375502,attn:27-5,13.789395076688379,5,714655_1993.txt_ceo_lastname_185,27,3.1710774276871234,-7.496508445206458e-08,1,attn:27-5,attn,['attn:27-5'],0,13.789394838968292,query,ceo_lastname
16.960472504375502,attn:31-1,13.789395076688379,1,714655_1993.txt_ceo_lastname_185,31,3.1710774276871234,0.0,1,attn:31-1,attn,['attn:31-1'],0,13.789395076688379,query,ceo_lastname
16.960472504375502,attn:26-3,13.789395076688379,3,714655_1993.txt_ceo_lastname_185,26,3.1710774276871234,0.002465478129810531,1,attn:26-3,attn,['attn:26-3'],0,13.797213298734277,query,ceo_lastname
16.960472504375502,mlp:31,13.789395076688379,,714655_1993.txt_ceo_lastname_185,31,3.1710774276871234,0.0,1,mlp:31,mlp,['mlp:31'],0,13.789395076688379,random_prompt,ceo_lastname
16.960472504375502,mlp:30,13.789395076688379,,714655_1993.txt_ceo_lastname_185,30,3.1710774276871234,0.0,1,mlp:30,mlp,['mlp:30'],0,13.789395076688379,random_prompt,ceo_lastname
16.960472504375502,attn:24-27,13.789395076688379,27,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,0.0,1,attn:24-27,attn,['attn:24-27'],0,13.789395076688379,random_prompt,ceo_lastname
16.960472504375502,attn:30-27,13.789395076688379,27,714655_1993.txt_ceo_lastname_185,30,3.1710774276871234,0.0,1,attn:30-27,attn,['attn:30-27'],0,13.789395076688379,random_prompt,ceo_lastname
16.960472504375502,mlp:28,13.789395076688379,,714655_1993.txt_ceo_lastname_185,28,3.1710774276871234,0.0,1,mlp:28,mlp,['mlp:28'],0,13.789395076688379,random_prompt,ceo_lastname
16.960472504375502,attn:30-26,13.789395076688379,26,714655_1993.txt_ceo_lastname_185,30,3.1710774276871234,0.0,1,attn:30-26,attn,['attn:30-26'],0,13.789395076688379,random_prompt,ceo_lastname
16.960472504375502,attn:27-20,13.789395076688379,20,714655_1993.txt_ceo_lastname_185,27,3.1710774276871234,0.0,1,attn:27-20,attn,['attn:27-20'],0,13.789395076688379,random_prompt,ceo_lastname
16.960472504375502,attn:29-11,13.789395076688379,11,714655_1993.txt_ceo_lastname_185,29,3.1710774276871234,0.0,1,attn:29-11,attn,['attn:29-11'],0,13.789395076688379,random_prompt,ceo_lastname
16.960472504375502,attn:30-14,13.789395076688379,14,714655_1993.txt_ceo_lastname_185,30,3.1710774276871234,0.0,1,attn:30-14,attn,['attn:30-14'],0,13.789395076688379,random_prompt,ceo_lastname
16.960472504375502,attn:27-5,13.789395076688379,5,714655_1993.txt_ceo_lastname_185,27,3.1710774276871234,0.0,1,attn:27-5,attn,['attn:27-5'],0,13.789395076688379,random_prompt,ceo_lastname
16.960472504375502,attn:31-1,13.789395076688379,1,714655_1993.txt_ceo_lastname_185,31,3.1710774276871234,0.0,1,attn:31-1,attn,['attn:31-1'],0,13.789395076688379,random_prompt,ceo_lastname
16.960472504375502,attn:26-3,13.789395076688379,3,714655_1993.txt_ceo_lastname_185,26,3.1710774276871234,0.0,1,attn:26-3,attn,['attn:26-3'],0,13.789395076688379,random_prompt,ceo_lastname
16.351562194526196,mlp:31,3.296875111758709,,310431_1993.txt_ceo_lastname_70,31,13.054687082767487,0.23459006134129282,1,mlp:31,mlp,['mlp:31'],1,6.359374955296516,answer,ceo_lastname
16.351562194526196,mlp:30,3.296875111758709,,310431_1993.txt_ceo_lastname_70,30,13.054687082767487,0.08138838536735045,1,mlp:30,mlp,['mlp:30'],1,4.359375014901161,answer,ceo_lastname
16.351562194526196,attn:24-27,3.296875111758709,27,310431_1993.txt_ceo_lastname_70,24,13.054687082767487,0.03470975289367397,1,attn:24-27,attn,['attn:24-27'],1,3.750000074505806,answer,ceo_lastname
16.351562194526196,attn:30-27,3.296875111758709,27,310431_1993.txt_ceo_lastname_70,30,13.054687082767487,0.026331525716185463,1,attn:30-27,attn,['attn:30-27'],1,3.6406249403953552,answer,ceo_lastname
16.351562194526196,mlp:28,3.296875111758709,,310431_1993.txt_ceo_lastname_70,28,13.054687082767487,0.03111907880377208,1,mlp:28,mlp,['mlp:28'],1,3.703124947845936,answer,ceo_lastname
16.351562194526196,attn:30-26,3.296875111758709,26,310431_1993.txt_ceo_lastname_70,30,13.054687082767487,0.0179533076702287,1,attn:30-26,attn,['attn:30-26'],1,3.531249925494194,answer,ceo_lastname
16.351562194526196,attn:27-20,3.296875111758709,20,310431_1993.txt_ceo_lastname_70,27,13.054687082767487,0.1603830001834753,1,attn:27-20,attn,['attn:27-20'],1,5.390624992549419,answer,ceo_lastname
16.351562194526196,attn:29-11,3.296875111758709,11,310431_1993.txt_ceo_lastname_70,29,13.054687082767487,0.027528418411167807,1,attn:29-11,attn,['attn:29-11'],1,3.65625,answer,ceo_lastname
16.351562194526196,attn:30-14,3.296875111758709,14,310431_1993.txt_ceo_lastname_70,30,13.054687082767487,0.03590663474496237,1,attn:30-14,attn,['attn:30-14'],1,3.7656249925494194,answer,ceo_lastname
16.351562194526196,attn:27-5,3.296875111758709,5,310431_1993.txt_ceo_lastname_70,27,13.054687082767487,-0.001196902397234826,1,attn:27-5,attn,['attn:27-5'],1,3.281249925494194,answer,ceo_lastname
16.351562194526196,attn:31-1,3.296875111758709,1,310431_1993.txt_ceo_lastname_70,31,13.054687082767487,0.011968868165587818,1,attn:31-1,attn,['attn:31-1'],1,3.4531249403953552,answer,ceo_lastname
16.351562194526196,attn:26-3,3.296875111758709,3,310431_1993.txt_ceo_lastname_70,26,13.054687082767487,0.01077197775348841,1,attn:26-3,attn,['attn:26-3'],1,3.437499910593033,answer,ceo_lastname
16.351562194526196,mlp:31,3.296875111758709,,310431_1993.txt_ceo_lastname_70,31,13.054687082767487,0.0,1,mlp:31,mlp,['mlp:31'],1,3.296875111758709,query,ceo_lastname
16.351562194526196,mlp:30,3.296875111758709,,310431_1993.txt_ceo_lastname_70,30,13.054687082767487,-1.3126576887120639e-08,1,mlp:30,mlp,['mlp:30'],1,3.2968749403953552,query,ceo_lastname
16.351562194526196,attn:24-27,3.296875111758709,27,310431_1993.txt_ceo_lastname_70,24,13.054687082767487,-0.0011968886999372047,1,attn:24-27,attn,['attn:24-27'],1,3.2812501043081284,query,ceo_lastname
16.351562194526196,attn:30-27,3.296875111758709,27,310431_1993.txt_ceo_lastname_70,30,13.054687082767487,-0.001196897260748218,1,attn:30-27,attn,['attn:30-27'],1,3.2812499925494194,query,ceo_lastname
16.351562194526196,mlp:28,3.296875111758709,,310431_1993.txt_ceo_lastname_70,28,13.054687082767487,-0.0011968949778652811,1,mlp:28,mlp,['mlp:28'],1,3.281250022351742,query,ceo_lastname
16.351562194526196,attn:30-26,3.296875111758709,26,310431_1993.txt_ceo_lastname_70,30,13.054687082767487,-8.560811013339547e-09,1,attn:30-26,attn,['attn:30-26'],1,3.296875,query,ceo_lastname
16.351562194526196,attn:27-20,3.296875111758709,20,310431_1993.txt_ceo_lastname_70,27,13.054687082767487,-0.0011968989729104207,1,attn:27-20,attn,['attn:27-20'],1,3.2812499701976776,query,ceo_lastname
16.351562194526196,attn:29-11,3.296875111758709,11,310431_1993.txt_ceo_lastname_70,29,13.054687082767487,-0.0011968961193067496,1,attn:29-11,attn,['attn:29-11'],1,3.2812500074505806,query,ceo_lastname
16.351562194526196,attn:30-14,3.296875111758709,14,310431_1993.txt_ceo_lastname_70,30,13.054687082767487,-1.4838739089788549e-08,1,attn:30-14,attn,['attn:30-14'],1,3.2968749180436134,query,ceo_lastname
16.351562194526196,attn:27-5,3.296875111758709,5,310431_1993.txt_ceo_lastname_70,27,13.054687082767487,-1.4838739089788549e-08,1,attn:27-5,attn,['attn:27-5'],1,3.2968749180436134,query,ceo_lastname
16.351562194526196,attn:31-1,3.296875111758709,1,310431_1993.txt_ceo_lastname_70,31,13.054687082767487,0.0,1,attn:31-1,attn,['attn:31-1'],1,3.296875111758709,query,ceo_lastname
16.351562194526196,attn:26-3,3.296875111758709,3,310431_1993.txt_ceo_lastname_70,26,13.054687082767487,-1.3697297621343276e-08,1,attn:26-3,attn,['attn:26-3'],1,3.2968749329447746,query,ceo_lastname
16.351562194526196,mlp:31,3.296875111758709,,310431_1993.txt_ceo_lastname_70,31,13.054687082767487,0.0,1,mlp:31,mlp,['mlp:31'],1,3.296875111758709,random_prompt,ceo_lastname
16.351562194526196,mlp:30,3.296875111758709,,310431_1993.txt_ceo_lastname_70,30,13.054687082767487,0.0,1,mlp:30,mlp,['mlp:30'],1,3.296875111758709,random_prompt,ceo_lastname
16.351562194526196,attn:24-27,3.296875111758709,27,310431_1993.txt_ceo_lastname_70,24,13.054687082767487,0.0,1,attn:24-27,attn,['attn:24-27'],1,3.296875111758709,random_prompt,ceo_lastname
16.351562194526196,attn:30-27,3.296875111758709,27,310431_1993.txt_ceo_lastname_70,30,13.054687082767487,0.0,1,attn:30-27,attn,['attn:30-27'],1,3.296875111758709,random_prompt,ceo_lastname
16.351562194526196,mlp:28,3.296875111758709,,310431_1993.txt_ceo_lastname_70,28,13.054687082767487,0.0,1,mlp:28,mlp,['mlp:28'],1,3.296875111758709,random_prompt,ceo_lastname
16.351562194526196,attn:30-26,3.296875111758709,26,310431_1993.txt_ceo_lastname_70,30,13.054687082767487,0.0,1,attn:30-26,attn,['attn:30-26'],1,3.296875111758709,random_prompt,ceo_lastname
16.351562194526196,attn:27-20,3.296875111758709,20,310431_1993.txt_ceo_lastname_70,27,13.054687082767487,0.0,1,attn:27-20,attn,['attn:27-20'],1,3.296875111758709,random_prompt,ceo_lastname
16.351562194526196,attn:29-11,3.296875111758709,11,310431_1993.txt_ceo_lastname_70,29,13.054687082767487,0.0,1,attn:29-11,attn,['attn:29-11'],1,3.296875111758709,random_prompt,ceo_lastname
16.351562194526196,attn:30-14,3.296875111758709,14,310431_1993.txt_ceo_lastname_70,30,13.054687082767487,0.0,1,attn:30-14,attn,['attn:30-14'],1,3.296875111758709,random_prompt,ceo_lastname
16.351562194526196,attn:27-5,3.296875111758709,5,310431_1993.txt_ceo_lastname_70,27,13.054687082767487,0.0,1,attn:27-5,attn,['attn:27-5'],1,3.296875111758709,random_prompt,ceo_lastname
16.351562194526196,attn:31-1,3.296875111758709,1,310431_1993.txt_ceo_lastname_70,31,13.054687082767487,0.0,1,attn:31-1,attn,['attn:31-1'],1,3.296875111758709,random_prompt,ceo_lastname
16.351562194526196,attn:26-3,3.296875111758709,3,310431_1993.txt_ceo_lastname_70,26,13.054687082767487,0.0,1,attn:26-3,attn,['attn:26-3'],1,3.296875111758709,random_prompt,ceo_lastname
23.455533482134342,mlp:31,4.765771239995956,,10456_1993.txt_ceo_lastname_99,31,18.689762242138386,0.1831172208598141,1,mlp:31,mlp,['mlp:31'],2,8.188188560307026,answer,ceo_lastname
23.455533482134342,mlp:30,4.765771239995956,,10456_1993.txt_ceo_lastname_99,30,18.689762242138386,0.1180493958450047,1,mlp:30,mlp,['mlp:30'],2,6.972086381167173,answer,ceo_lastname
23.455533482134342,attn:24-27,4.765771239995956,27,10456_1993.txt_ceo_lastname_99,24,18.689762242138386,0.004179100562560873,1,attn:24-27,attn,['attn:24-27'],2,4.843877635896206,answer,ceo_lastname
23.455533482134342,attn:30-27,4.765771239995956,27,10456_1993.txt_ceo_lastname_99,30,18.689762242138386,0.029260699360693983,1,attn:30-27,attn,['attn:30-27'],2,5.312646754086018,answer,ceo_lastname
23.455533482134342,mlp:28,4.765771239995956,,10456_1993.txt_ceo_lastname_99,28,18.689762242138386,0.0802510993209411,1,mlp:28,mlp,['mlp:28'],2,6.265645205974579,answer,ceo_lastname
23.455533482134342,attn:30-26,4.765771239995956,26,10456_1993.txt_ceo_lastname_99,30,18.689762242138386,0.00752199018103437,1,attn:30-26,attn,['attn:30-26'],2,4.906355448067188,answer,ceo_lastname
23.455533482134342,attn:27-20,4.765771239995956,20,10456_1993.txt_ceo_lastname_99,27,18.689762242138386,0.004181452966809404,1,attn:27-20,attn,['attn:27-20'],2,4.843921601772308,answer,ceo_lastname
23.455533482134342,attn:29-11,4.765771239995956,11,10456_1993.txt_ceo_lastname_99,29,18.689762242138386,0.002508168809461704,1,attn:29-11,attn,['attn:29-11'],2,4.812648318707943,answer,ceo_lastname
23.455533482134342,attn:30-14,4.765771239995956,14,10456_1993.txt_ceo_lastname_99,30,18.689762242138386,0.014212091925906601,1,attn:30-14,attn,['attn:30-14'],2,5.031391859054565,answer,ceo_lastname
23.455533482134342,attn:27-5,4.765771239995956,5,10456_1993.txt_ceo_lastname_99,27,18.689762242138386,0.01671852304173683,1,attn:27-5,attn,['attn:27-5'],2,5.07823646068573,answer,ceo_lastname
23.455533482134342,attn:31-1,4.765771239995956,1,10456_1993.txt_ceo_lastname_99,31,18.689762242138386,0.010865034872419691,1,attn:31-1,attn,['attn:31-1'],2,4.968836158514023,answer,ceo_lastname
23.455533482134342,attn:26-3,4.765771239995956,3,10456_1993.txt_ceo_lastname_99,26,18.689762242138386,0.010028282568398491,1,attn:26-3,attn,['attn:26-3'],2,4.953197456896305,answer,ceo_lastname
23.455533482134342,mlp:31,4.765771239995956,,10456_1993.txt_ceo_lastname_99,31,18.689762242138386,0.0,1,mlp:31,mlp,['mlp:31'],2,4.765771239995956,query,ceo_lastname
23.455533482134342,mlp:30,4.765771239995956,,10456_1993.txt_ceo_lastname_99,30,18.689762242138386,0.0008360510874353399,1,mlp:30,mlp,['mlp:30'],2,4.781396836042404,query,ceo_lastname
23.455533482134342,attn:24-27,4.765771239995956,27,10456_1993.txt_ceo_lastname_99,24,18.689762242138386,0.0008360359389246732,1,attn:24-27,attn,['attn:24-27'],2,4.7813965529203415,query,ceo_lastname
23.455533482134342,attn:30-27,4.765771239995956,27,10456_1993.txt_ceo_lastname_99,30,18.689762242138386,1.0763415473707333e-08,1,attn:30-27,attn,['attn:30-27'],2,4.7657714411616325,query,ceo_lastname
23.455533482134342,mlp:28,4.765771239995956,,10456_1993.txt_ceo_lastname_99,28,18.689762242138386,0.0016720575266287148,1,mlp:28,mlp,['mlp:28'],2,4.797021597623825,query,ceo_lastname
23.455533482134342,attn:30-26,4.765771239995956,26,10456_1993.txt_ceo_lastname_99,30,18.689762242138386,-1.9932250877235803e-09,1,attn:30-26,attn,['attn:30-26'],2,4.765771202743053,query,ceo_lastname
23.455533482134342,attn:27-20,4.765771239995956,20,10456_1993.txt_ceo_lastname_99,27,18.689762242138386,0.0008360195944789538,1,attn:27-20,attn,['attn:27-20'],2,4.781396247446537,query,ceo_lastname
23.455533482134342,attn:29-11,4.765771239995956,11,10456_1993.txt_ceo_lastname_99,29,18.689762242138386,0.0008360502901453048,1,attn:29-11,attn,['attn:29-11'],2,4.781396821141243,query,ceo_lastname
23.455533482134342,attn:30-14,4.765771239995956,14,10456_1993.txt_ceo_lastname_99,30,18.689762242138386,3.308753645621143e-08,1,attn:30-14,attn,['attn:30-14'],2,4.765771858394146,query,ceo_lastname
23.455533482134342,attn:27-5,4.765771239995956,5,10456_1993.txt_ceo_lastname_99,27,18.689762242138386,0.0016720320133475919,1,attn:27-5,attn,['attn:27-5'],2,4.797021120786667,query,ceo_lastname
23.455533482134342,attn:31-1,4.765771239995956,1,10456_1993.txt_ceo_lastname_99,31,18.689762242138386,0.0,1,attn:31-1,attn,['attn:31-1'],2,4.765771239995956,query,ceo_lastname
23.455533482134342,attn:26-3,4.765771239995956,3,10456_1993.txt_ceo_lastname_99,26,18.689762242138386,0.0008360267700892697,1,attn:26-3,attn,['attn:26-3'],2,4.781396381556988,query,ceo_lastname
23.455533482134342,mlp:31,4.765771239995956,,10456_1993.txt_ceo_lastname_99,31,18.689762242138386,0.0,1,mlp:31,mlp,['mlp:31'],2,4.765771239995956,random_prompt,ceo_lastname
23.455533482134342,mlp:30,4.765771239995956,,10456_1993.txt_ceo_lastname_99,30,18.689762242138386,0.0,1,mlp:30,mlp,['mlp:30'],2,4.765771239995956,random_prompt,ceo_lastname
23.455533482134342,attn:24-27,4.765771239995956,27,10456_1993.txt_ceo_lastname_99,24,18.689762242138386,0.0,1,attn:24-27,attn,['attn:24-27'],2,4.765771239995956,random_prompt,ceo_lastname
23.455533482134342,attn:30-27,4.765771239995956,27,10456_1993.txt_ceo_lastname_99,30,18.689762242138386,0.0,1,attn:30-27,attn,['attn:30-27'],2,4.765771239995956,random_prompt,ceo_lastname
23.455533482134342,mlp:28,4.765771239995956,,10456_1993.txt_ceo_lastname_99,28,18.689762242138386,0.0,1,mlp:28,mlp,['mlp:28'],2,4.765771239995956,random_prompt,ceo_lastname
23.455533482134342,attn:30-26,4.765771239995956,26,10456_1993.txt_ceo_lastname_99,30,18.689762242138386,0.0,1,attn:30-26,attn,['attn:30-26'],2,4.765771239995956,random_prompt,ceo_lastname
23.455533482134342,attn:27-20,4.765771239995956,20,10456_1993.txt_ceo_lastname_99,27,18.689762242138386,0.0,1,attn:27-20,attn,['attn:27-20'],2,4.765771239995956,random_prompt,ceo_lastname
23.455533482134342,attn:29-11,4.765771239995956,11,10456_1993.txt_ceo_lastname_99,29,18.689762242138386,0.0,1,attn:29-11,attn,['attn:29-11'],2,4.765771239995956,random_prompt,ceo_lastname
23.455533482134342,attn:30-14,4.765771239995956,14,10456_1993.txt_ceo_lastname_99,30,18.689762242138386,0.0,1,attn:30-14,attn,['attn:30-14'],2,4.765771239995956,random_prompt,ceo_lastname
23.455533482134342,attn:27-5,4.765771239995956,5,10456_1993.txt_ceo_lastname_99,27,18.689762242138386,0.0,1,attn:27-5,attn,['attn:27-5'],2,4.765771239995956,random_prompt,ceo_lastname
23.455533482134342,attn:31-1,4.765771239995956,1,10456_1993.txt_ceo_lastname_99,31,18.689762242138386,0.0,1,attn:31-1,attn,['attn:31-1'],2,4.765771239995956,random_prompt,ceo_lastname
23.455533482134342,attn:26-3,4.765771239995956,3,10456_1993.txt_ceo_lastname_99,26,18.689762242138386,0.0,1,attn:26-3,attn,['attn:26-3'],2,4.765771239995956,random_prompt,ceo_lastname
30.251112296711653,mlp:31,11.066607560962439,,828530_1993.txt_ceo_lastname_113,31,19.184504735749215,0.1277119641338568,1,mlp:31,mlp,['mlp:31'],3,13.516698341700248,answer,ceo_lastname
30.251112296711653,mlp:30,11.066607560962439,,828530_1993.txt_ceo_lastname_113,30,19.184504735749215,0.12876114291343657,1,mlp:30,mlp,['mlp:30'],3,13.536826316965744,answer,ceo_lastname
30.251112296711653,attn:24-27,11.066607560962439,27,828530_1993.txt_ceo_lastname_113,24,19.184504735749215,-0.0014503671425225163,1,attn:24-27,attn,['attn:24-27'],3,11.03878298564814,answer,ceo_lastname
30.251112296711653,attn:30-27,11.066607560962439,27,828530_1993.txt_ceo_lastname_113,30,19.184504735749215,0.03406979840787529,1,attn:30-27,attn,['attn:30-27'],3,11.720219769864343,answer,ceo_lastname
30.251112296711653,mlp:28,11.066607560962439,,828530_1993.txt_ceo_lastname_113,28,19.184504735749215,-0.013022338615742627,1,mlp:28,mlp,['mlp:28'],3,10.816780444118194,answer,ceo_lastname
30.251112296711653,attn:30-26,11.066607560962439,26,828530_1993.txt_ceo_lastname_113,30,19.184504735749215,0.06371538117736081,1,attn:30-26,attn,['attn:30-26'],3,12.288955592899583,answer,ceo_lastname
30.251112296711653,attn:27-20,11.066607560962439,20,828530_1993.txt_ceo_lastname_113,27,19.184504735749215,-0.0005368966881141096,1,attn:27-20,attn,['attn:27-20'],3,11.056307463906705,answer,ceo_lastname
30.251112296711653,attn:29-11,11.066607560962439,11,828530_1993.txt_ceo_lastname_113,29,19.184504735749215,0.0016183662768065868,1,attn:29-11,attn,['attn:29-11'],3,11.097655116464011,answer,ceo_lastname
30.251112296711653,attn:30-14,11.066607560962439,14,828530_1993.txt_ceo_lastname_113,30,19.184504735749215,0.05536094278510742,1,attn:30-14,attn,['attn:30-14'],3,12.128679829998873,answer,ceo_lastname
30.251112296711653,attn:27-5,11.066607560962439,5,828530_1993.txt_ceo_lastname_113,27,19.184504735749215,0.0004293358507693086,1,attn:27-5,attn,['attn:27-5'],3,11.07484415662475,answer,ceo_lastname
30.251112296711653,attn:31-1,11.066607560962439,1,828530_1993.txt_ceo_lastname_113,31,19.184504735749215,0.00838551073201891,1,attn:31-1,attn,['attn:31-1'],3,11.227479431312531,answer,ceo_lastname
30.251112296711653,attn:26-3,11.066607560962439,3,828530_1993.txt_ceo_lastname_113,26,19.184504735749215,0.006330555260237728,1,attn:26-3,attn,['attn:26-3'],3,11.188056128332391,answer,ceo_lastname
30.251112296711653,mlp:31,11.066607560962439,,828530_1993.txt_ceo_lastname_113,31,19.184504735749215,0.0,1,mlp:31,mlp,['mlp:31'],3,11.066607560962439,query,ceo_lastname
30.251112296711653,mlp:30,11.066607560962439,,828530_1993.txt_ceo_lastname_113,30,19.184504735749215,0.0008150062059378909,1,mlp:30,mlp,['mlp:30'],3,11.082243051379919,query,ceo_lastname
30.251112296711653,attn:24-27,11.066607560962439,27,828530_1993.txt_ceo_lastname_113,24,19.184504735749215,0.000810954022877215,1,attn:24-27,attn,['attn:24-27'],3,11.082165312254801,query,ceo_lastname
30.251112296711653,attn:30-27,11.066607560962439,27,828530_1993.txt_ceo_lastname_113,30,19.184504735749215,9.445024649478456e-07,1,attn:30-27,attn,['attn:30-27'],3,11.06662568077445,query,ceo_lastname
30.251112296711653,mlp:28,11.066607560962439,,828530_1993.txt_ceo_lastname_113,28,19.184504735749215,7.643377459389182e-07,1,mlp:28,mlp,['mlp:28'],3,11.066622224403545,query,ceo_lastname
30.251112296711653,attn:30-26,11.066607560962439,26,828530_1993.txt_ceo_lastname_113,30,19.184504735749215,-1.4913196814965982e-07,1,attn:30-26,attn,['attn:30-26'],3,11.06660469993949,query,ceo_lastname
30.251112296711653,attn:27-20,11.066607560962439,20,828530_1993.txt_ceo_lastname_113,27,19.184504735749215,0.0007905105337812851,1,attn:27-20,attn,['attn:27-20'],3,11.081773114041425,query,ceo_lastname
30.251112296711653,attn:29-11,11.066607560962439,11,828530_1993.txt_ceo_lastname_113,29,19.184504735749215,0.0008165713270108522,1,attn:29-11,attn,['attn:29-11'],3,11.082273077452555,query,ceo_lastname
30.251112296711653,attn:30-14,11.066607560962439,14,828530_1993.txt_ceo_lastname_113,30,19.184504735749215,0.0008155033124983898,1,attn:30-14,attn,['attn:30-14'],3,11.082252588123083,query,ceo_lastname
30.251112296711653,attn:27-5,11.066607560962439,5,828530_1993.txt_ceo_lastname_113,27,19.184504735749215,0.0008143840581446572,1,attn:27-5,attn,['attn:27-5'],3,11.082231115782633,query,ceo_lastname
30.251112296711653,attn:31-1,11.066607560962439,1,828530_1993.txt_ceo_lastname_113,31,19.184504735749215,0.0,1,attn:31-1,attn,['attn:31-1'],3,11.066607560962439,query,ceo_lastname
30.251112296711653,attn:26-3,11.066607560962439,3,828530_1993.txt_ceo_lastname_113,26,19.184504735749215,0.0008161550306074111,1,attn:26-3,attn,['attn:26-3'],3,11.082265091012232,query,ceo_lastname
30.251112296711653,mlp:31,11.066607560962439,,828530_1993.txt_ceo_lastname_113,31,19.184504735749215,0.0,1,mlp:31,mlp,['mlp:31'],3,11.066607560962439,random_prompt,ceo_lastname
